12, true, 456, java.awt.Color[r=255,g=0,b=0], 1
393, true, 548, java.awt.Color[r=0,g=255,b=0], 3
637, false, 655, java.awt.Color[r=0,g=0,b=255], 2
640, false, 1374, java.awt.Color[r=255,g=0,b=0], 2
750, false, 1268, java.awt.Color[r=255,g=0,b=0], 2
1192, false, 611, java.awt.Color[r=0,g=0,b=255], 2
1293, true, 617, java.awt.Color[r=255,g=0,b=0], 3
